id,canonical_name,site,context,findspot,support,scribe,linear_a_text,linear_a_text_with_linebreaks,transliteration_text,gloss_text,image_rights,image_rights_url,source_dataset,undeciphered_language_notice
HTZb159,HTZb159,Haghia Triada,LMIB,,Clay vessel,,𐘇𐘅𐘯𐘤𐘱𐘈𐝫,𐘇𐘅𐘯𐘤𐘱𐘈𐝫,A-NA-NU-SI-JA-SE,A-NA-NU-SI-JA-SE,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=108,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZb160,HTZb160,Haghia Triada,LMIB,,Clay vessel,,𐘂𐘳𐘀𐘬𐘜𐘙𐝫,𐘂𐘳𐘀𐘬𐘜𐘙𐝫,PA-TA-DA-DU-PU₂-RE,PA-TA-DA-DU-PU₂-RE,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=109,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZb161,HTZb161,Haghia Triada,LMIB,,Clay vessel,,𐝫𐘤𐘫𐝫,𐝫𐘤𐘫𐝫,SI-PU,SI-PU,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=111,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZb162,HTZb162,Haghia Triada,LMIB,,Clay vessel,,𐘆𐄉𐘠𐘬,𐘆𐄉𐘠𐘬,DI-𐄉-TI-DU,DI-𐄉-TI-DU,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZb162bis,HTZb162bis,Haghia Triada,LMIB,,Clay vessel,,𐘀,𐘀,DA,DA,Evans,https://archive.org/details/inscriptionsinmi0000bric/page/90/mode/2up,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZd155,HTZd155,Haghia Triada,LMIB,,Graffito,,𐘇𐘶𐄁𐘅𐙁𐙁𐘠𐘠𐙫,𐘇𐘶𐄁𐘅𐙁𐙁𐘠𐘠𐙫,A-JU 𐄁 NA-MA-MA-TI-TI-*904,A-JU 𐄁 NA-MA-MA-TI-TI-*904,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=172,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZd157+156,HTZd157+156,Haghia Triada,LMIB,,Graffito,,𐝫𐘗𐄇𐘗𐄇𐝆𐙫𐄈𐝃𐙫𐄉𐝃𐝄𐘳𐘱𐝇𐝫,"𐘣𐘱𐘲𐙁𐘠𐘠𐙫𐄇
𐙫𐄇𐝆
𐙫𐄈𐝃
𐙫𐄉𐝃𐝄
𐘳𐘱𐝇𐝫","WI-JA-SU-MA-TI-TI *904 1 
 *904 1 ¹⁄₂ 
 *904 2 ¹⁄₄ 
 *904 3 ³⁄₈ 
 TA-JA ¹⁄₁₆","WI-JA-SU-MA-TI-TI *904 1 
 *904 1 ¹⁄₂ 
 *904 2 ¹⁄₄ 
 *904 3 ³⁄₈ 
 TA-JA ¹⁄₁₆",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf(HM767),HTZf(HM767),Haghia Triada,LMIB,,Metal object,,𐘠𐙁,𐘠𐙁,TI-MA,TI-MA,Kanta,papers/HTZf.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf163,HTZf163,Haghia Triada,LMIB,,Metal object,,𐘀,𐘀,DA,DA,,papers/HTZf163.pdf#page=3,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf164,HTZf164,Haghia Triada,LMIB,,Metal object,,𐘀,𐘀,DA,DA,,papers/HTZf163.pdf#page=3,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf165,HTZf165,Haghia Triada,LMIB,,Metal object,,𐘚,𐘚,I,I,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf166,HTZf166,Haghia Triada,LMIB,,Metal object,,𐙯,𐙯,*323,*323,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf167,HTZf167,Haghia Triada,LMIB,,Metal object,,𐙜,𐙜,*308,olive oil,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf168,HTZf168,Haghia Triada,LMIB,,Metal object,,"𐘗
𐘀","𐘗
𐘀","NE 
 DA","NE 
 DA",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZf169,HTZf169,Haghia Triada,LMIB,,Metal object,,𐝫,𐝫,𐝫,𐝫,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTZg163,HTZg163,Haghia Triada,LMIB,,Stone object,,𐝄,𐝄,¹⁄₈,¹⁄₈,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
INZb1,INZb1,,,,Clay vessel,,𐘯𐘁,𐘯𐘁,NU-RO,NU-RO,Perna,papers/INZb1.pdf#page=28,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa11,IOZa11,Iouktas,,,Stone vessel,,"𐝫𐘅𐝫𐄁𐝫𐘀𐘀𐝫𐄁𐝫
𐝫𐘉𐘠𐘯𐄁𐘚𐘅𐘚𐘀𐝫","𐝫𐘅𐝫𐄁𐝫𐘀𐘀𐝫𐄁𐝫
𐝫𐘉𐘠𐘯𐄁𐘚𐘅𐘚𐘀𐝫","NA 𐄁 DA-DA 𐄁 
 U-TI-NU 𐄁 I-NA-I-DA","NA 𐄁 DA-DA 𐄁 
 U-TI-NU 𐄁 I-NA-I-DA",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa12,IOZa12,Iouktas,LMI,,Stone vessel,,"𐝫𐄁𐝫𐄁𐘱𐘞
𐘞𐘴𐘋𐄁𐘚𐘠𐝫","𐝫𐄁𐝫𐄁𐘱𐘞
𐘞𐘴𐘋𐄁𐘚𐘠𐝫","𐄁 𐄁 JA-SA 
 SA-RA-ME 𐄁 I-TI","𐄁 𐄁 JA-SA 
 SA-RA-ME 𐄁 I-TI",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa13,IOZa13,Iouktas,,,Stone vessel,,𐝫𐄁𐝫𐙁𐘚𐝫,𐝫𐄁𐝫𐙁𐘚𐝫,𐄁 MA-I,𐄁 MA-I,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa14,IOZa14,Iouktas,,,Stone vessel,,𐘤𐝫𐘘𐘃𐄁𐘚𐘆𐝫,𐘤𐝫𐘘𐘃𐄁𐘚𐘆𐝫,SI-RU-TE 𐄁 I-DI,divine 𐄁 I-DI,A. Karetsou,papers/IOZa15.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa15,IOZa15,Iouktas,,,Stone vessel,,𐝫𐘚𐘢𐘅𐙁𐄁𐘤𐘘𐝫𐘃,𐝫𐘚𐘢𐘅𐙁𐄁𐘤𐘘𐝫𐘃,I-PI-NA-MA 𐄁 SI-RU-TE,a favour 𐄁 divine,A. Karetsou,papers/IOZa15.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa16,IOZa16,Iouktas,,,Stone vessel,,"𐝫𐙌𐄁𐘱𐘞𐘞𐘴
𐘋𐄁𐘉𐘅𐘘𐘾𐝫𐘅𐘤","𐝫𐙌𐄁𐘱𐘞𐘞𐘴
𐘋𐄁𐘉𐘅𐘘𐘾𐝫𐘅𐘤","AROM 𐄁 JA-SA-SA-RA 
 ME 𐄁 U-NA-RU-KA-NA-SI","spice 𐄁 ""to"" A-SA-SA-RA 
 ME 𐄁 U-NA-RU-KA-NA-SI",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa2,IOZa2,Iouktas,,,Stone vessel,,"𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘆𐘸𐘹𐘹𐄁𐘱𐘞𐘞𐘴𐝫𐘋𐄁𐘉𐘅𐘾𐘅𐝫𐘤𐝫𐄁𐝫𐘚𐘢𐘅𐙁𐄁
𐘤𐘘𐘃𐄁𐘳𐘅𐘴𐘃𐘉𐘠𐘯𐄁𐘚𐝫𐄁𐝫","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘆𐘸𐘹𐄁𐘱𐘞𐘞𐘴𐝫𐘋𐄁𐘉𐘅𐘾𐘅𐝫𐘤𐝫𐄁𐝫𐘚𐘢𐘅𐙁𐄁
𐘤𐘘𐘃𐄁𐘳𐘅𐘴𐘃𐘉𐘠𐘯𐄁𐘚𐝫𐄁𐝫","A-TA-I-*301-WA-JA 𐄁 JA-DI-KI-TU 𐄁 JA-SA-SA-RA-ME 𐄁 U-NA-KA-NA-SI 𐄁 I-PI-NA-MA 𐄁 
 SI-RU-TE 𐄁 TA-NA-RA-TE-U-TI-NU 𐄁 I 𐄁","gives 𐄁 name? 𐄁 this dedication 𐄁 requesting 𐄁 a favour 𐄁 
 divine 𐄁 TA-NA-RA-TE-U-TI-NU 𐄁 I 𐄁",© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=71,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa3,IOZa3,Iouktas,,,Stone vessel,,𐄁𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐙄𐝫,𐄁𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐙄𐝫,𐄁 A-TA-I-*301-WA-JA 𐄁 AU,𐄁 gives 𐄁 pig,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=73,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa4,IOZa4,Iouktas,,,Stone vessel,,𐝫𐙕𐘮𐝫,𐝫𐙕𐘮𐝫,*301-WA,*301-WA,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=75,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa5,IOZa5,Iouktas,,,Stone vessel,,𐝫𐘚𐘱𐘙𐘆𐘱𐄁𐘚𐘱𐘂𐝫,𐝫𐘚𐘱𐘙𐘆𐘱𐄁𐘚𐘱𐘂𐝫,I-JA-RE-DI-JA 𐄁 I-JA-PA,I-JA-RE-DI-JA 𐄁 I-JA-PA,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=75,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa6,IOZa6,Iouktas,LMIA,,Stone vessel,,𐘳𐘅𐘚𐙕𐘉𐘠𐘯𐄁𐘚𐘅𐘳𐘚𐙀𐘆𐘤𐘾𐄁𐘱𐘞𐘞𐘴𐘋𐄁,𐘳𐘅𐘚𐙕𐘉𐘠𐘯𐄁𐘚𐘅𐘳𐘚𐙀𐘆𐘤𐘾𐄁𐘱𐘞𐘞𐘴𐘋𐄁,TA-NA-I-*301-U-TI-NU 𐄁 I-NA-TA-I-ZU-DI-SI-KA 𐄁 JA-SA-SA-RA-ME 𐄁,gives 𐄁 I-NA-TA-I-ZU-DI-SI-KA 𐄁 this dedication 𐄁,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=77,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa7,IOZa7,Iouktas,LMI,,Stone vessel,,𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘠𐙭𐝫,𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘠𐙭𐝫,A-TA-I-*301-WA-JA 𐄁 JA-TI-*321,gives 𐄁 JA-TI-*321,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=81,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa8,IOZa8,Iouktas,LMI,,Stone vessel,,𐝫𐘇𐘅𐘠𐙕𐘮𐘱𐝫,𐝫𐘇𐘅𐘠𐙕𐘮𐘱𐝫,A-NA-TI-*301-WA-JA,gives?,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa9,IOZa9,Iouktas,,,Stone vessel,,"𐘱𐘞𐘞𐝫𐘴𐘋
𐄁𐘉𐘅𐘾𐝫𐘅𐘤","𐘱𐘞𐘞𐝫𐘴𐘋
𐄁𐘉𐘅𐘾𐝫𐘅𐘤","JA-SA-SA-RA-ME 
 𐄁 U-NA-KA-NA-SI","this dedication 
 𐄁 requesting",© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZa<1>,IOZa<1>,Iouktas,,,Stone vessel,,𐘇𐘧𐘞,𐘇𐘧𐘞,A-JE-SA,A-JE-SA,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
IOZb10,IOZb10,Iouktas,LMI,,Clay vessel,,𐝫𐘇𐘞𐘞𐘴𐘋,𐝫𐘇𐘞𐘞𐘴𐘋,A-SA-SA-RA-ME,A-SA-SA-RA-ME,© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=87,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KAMZb1,KAMZb1,Kamilari,,,Clay vessel,,𐘯𐘁𐄁𐝫𐄁,𐘯𐘁𐄁𐝫𐄁,NU-RO 𐄁 𐄁,NU-RO 𐄁 𐄁,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KANZa1,KANZa1,Kannia,,,Stone vessel,,"𐘇𐝫𐄁𐝫𐘚
𐝫
𐝫","𐘇𐝫𐄁𐝫𐘚
𐝫
𐝫","A 𐄁 I 
 𐝫 
 𐝫","A 𐄁 I 
 𐝫 
 𐝫",Levi,papers/KANZa1.pdf#page=17,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KAZf1,KAZf1,Kardamoutsa,,,Metal object,,𐘹𐘯𐄁,𐘹𐘯𐄁,TU-NU 𐄁,TU-NU 𐄁,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=191,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KE1,KE1,Kea,MMIII,,Tablet,,"𐘾𐘞𐝫
𐝫
𐝫","𐘾𐘞𐝫
𐝫
𐝫","KA-SA 
 𐝫 
 𐝫","KA-SA 
 𐝫 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=290,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KE6,KE6,Kea,,,Tablet,,,,,,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEWc2,KEWc2,Kea,MMIII,,Roundel,,"𐝂
𐝁𐝁","𐝂
𐝁𐝁","¹⁄₅ 
 ?","¹⁄₅ 
 ?",,papers/GORILA-Vol2.pdf#page=140,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEZb3,KEZb3,Kea,LMIB,,Clay vessel,,𐘸,𐘸,KI,KI,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=113,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEZb4,KEZb4,Kea,MMIII,,Clay vessel,,𐄁𐘱𐘤𐘡,𐄁𐘱𐘤𐘡,𐄁 JA-SI-E,𐄁 JA-SI-E,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=114,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEZb5,KEZb5,Kea,LMIB,,Clay vessel,,𐜀,𐜀,VIN+RA,wine,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=115,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEZb6,KEZb6,Kea,,,Clay vessel,,𐝫𐘜𐝫,𐝫𐘜𐝫,PU₂,PU₂,© John L Caskey,https://www.degruyter.com/view/journals/kadm/9/2/article-p191.xml,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KEZb7,KEZb7,Kea,,,Clay vessel,,𐝫𐘢𐝫,𐝫𐘢𐝫,PI,PI,© John L Caskey,https://www.degruyter.com/view/journals/kadm/9/2/article-p191.xml,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH1,KH1,Khania,,,Tablet,KH Scribe 1,"𐝫𐘧𐄁𐛵𐄖𐝫
𐝫𐄉𐝆𐘝𐝫
𐝫","𐝫𐘧𐄁𐛵𐄖𐝫
𐄉𐝆
𐘝𐝫
𐝫","JE 𐄁 GRA+F 70 
 3 ¹⁄₂ 
 NI 
 𐝫","3/4 𐄁 grain 70 
 3 ¹⁄₂ 
 figs 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol3.pdf#page=46,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH10,KH10,Khania,LMIB,,Tablet,KH Scribe 5,"𐝫
𐝫𐄈
𐝫𐝆𐙉𐄐
𐘚𐘂𐘞𐘱𐄁𐘌𐙈𐘇𐘸𐘢
𐘡𐘃𐙉𐄘","𐝫
𐝫𐄈
𐝫𐝆
𐙉𐄐
𐘚𐘂𐘞𐘱𐄁𐘌𐙈
𐘇𐘸𐘢𐘡𐘃𐙉𐄘","𐝫 
 2 
 𐝫 ¹⁄₂ 
 GRA 10 
 I-PA-SA-JA 𐄁 QA-*118 
 A-KI-PI-E-TE GRA 90","𐝫 
 2 
 𐝫 ¹⁄₂ 
 grain 10 
 ""to"" *PA-SA-JA; 𐄁 QA-*118 
 A-KI-PI-E-TE grain 90",© École Française d'Athènes,papers/GORILA-Vol3.pdf#page=60,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH100,KH100,Khania,LMIIIA,,Tablet,,"𐚌𐙚𐝫
𐘁𐙍𐝫
𐘥𐝃𐝫
𐝫","𐚌𐙚𐝫
𐝫𐘁𐙍𐝫
𐝫𐘥𐝃𐝫
𐝫","*352-*306 
 RO VIN 
 KE ¹⁄₄ 
 𐝫","*352-*306 
 RO wine 
 KE ¹⁄₄ 
 𐝫",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH101,KH101,Khania,,,Tablet,,"𐝫𐄒𐄈𐙗𐝫
𐝫𐝕𐝫","𐝫𐄒𐄈𐙗𐝫
𐝫𐝕𐝫","32 CYP 
 ³⁄₄","32 cyperus 
 ³⁄₄",© Vlazaki and Godart,https://www.ijte.org/articoli.php?chiave=201433301&rivista=333,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH102,KH102,Khania,LMIIIA,,Tablet,,𐝫𐘇𐘻𐝫,𐝫𐘇𐘻𐝫,A-MI,A-MI,Hallager,papers/KH102.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH103,KH103,Khania,,,Tablet,,"𐙖𐄐𐄇𐝫
𐙖𐘱𐝫𐄇𐙖𐘳𐄎𐝫𐘝
𐙗𐄑𐄉𐝫𐙍","𐙖𐄐𐄇𐝫
𐙖𐘱𐝫𐄇
𐙖𐘳𐄎
𐝫𐘝
𐙗𐄑𐄉
𐝫𐙍","OLE 11 
 OLE-JA 1 
 OLE-TA 8 
 NI 
 CYP 23 
 VIN","olive oil 11 
 OLE-JA 1 
 OLE-TA 8 
 figs 
 cyperus 23 
 wine",© Vlazaki and Godart,https://www.ijte.org/articoli.php?chiave=201433301&rivista=333,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH104,KH104,Khania,,,Tablet,,"𐙉𐝆
𐝫𐘀𐘙𐙉","𐙉𐝆
𐝫𐘀𐘙𐙉","GRA 1/2 
 𐝫 DA-RE GRA","grain 1/2 
 𐝫 DA-RE grain",Erik Hallager and Maria Andreadaki-Vlazaki,https://doi.org/10.1515/kadmos-2018-0004,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
KH105,KH105,Khania,,,Tablet,,𐘦𐘸𐘠,𐘦𐘸𐘠,DE-KI-TI,DE-KI-TI,Erik Hallager and Maria Andreadaki-Vlazaki,https://doi.org/10.1515/kadmos-2018-0004,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
